ID,DOY,Date,Month,Period,Lat,Long,Temp,Temp_mean,Veg,Veg.21Day
33575,360,26/Dec,12,LGM,55.00,47.50,-31.05,-32.17,0,0
33576,361,27/Dec,12,LGM,55.00,47.50,-34.66,-32.88,0,0
33577,362,28/Dec,12,LGM,55.00,47.50,-32.92,-32.17,0,0
33578,363,29/Dec,12,LGM,55.00,47.50,-28.93,-31.00,0,0
33579,364,30/Dec,12,LGM,55.00,47.50,-31.16,-30.29,0,0
33580,365,31/Dec,12,LGM,55.00,47.50,-30.78,-31.76,0,0
33581,1,01/Jan,1,LGM,57.50,47.50,-33.33,-33.46,0,0
33582,2,02/Jan,1,LGM,57.50,47.50,-36.27,-35.18,0,0
33583,3,03/Jan,1,LGM,57.50,47.50,-35.93,-36.56,0,0
33584,4,04/Jan,1,LGM,57.50,47.50,-37.47,-36.65,0,0
33585,5,05/Jan,1,LGM,57.50,47.50,-36.54,-36.62,0,0
33586,6,06/Jan,1,LGM,57.50,47.50,-35.84,-35.97,0,0
33587,7,07/Jan,1,LGM,57.50,47.50,-35.54,-36.28,0,0
33588,8,08/Jan,1,LGM,57.50,47.50,-37.45,-37.11,0,0
33589,9,09/Jan,1,LGM,57.50,47.50,-38.35,-37.04,0,0
33590,10,10/Jan,1,LGM,57.50,47.50,-35.31,-36.81,0,0
33591,11,11/Jan,1,LGM,57.50,47.50,-36.77,-37.11,0,0
33592,12,12/Jan,1,LGM,57.50,47.50,-39.25,-38.07,0,0
33593,13,13/Jan,1,LGM,57.50,47.50,-38.20,-38.84,0,0
33594,14,14/Jan,1,LGM,57.50,47.50,-39.06,-39.47,0,0
33595,15,15/Jan,1,LGM,57.50,47.50,-41.14,-40.82,0,0
33596,16,16/Jan,1,LGM,57.50,47.50,-42.26,-41.42,0,0
33597,17,17/Jan,1,LGM,57.50,47.50,-40.85,-41.73,0,0
33598,18,18/Jan,1,LGM,57.50,47.50,-42.09,-40.97,0,0
33599,19,19/Jan,1,LGM,57.50,47.50,-39.96,-39.39,0,0
33600,20,20/Jan,1,LGM,57.50,47.50,-36.13,-37.42,0,0
33601,21,21/Jan,1,LGM,57.50,47.50,-36.16,-36.43,0,0
33602,22,22/Jan,1,LGM,57.50,47.50,-37.01,-36.53,0,0
33603,23,23/Jan,1,LGM,57.50,47.50,-36.43,-36.19,0,0
33604,24,24/Jan,1,LGM,57.50,47.50,-35.14,-35.17,0,0
33605,25,25/Jan,1,LGM,57.50,47.50,-33.95,-34.59,0,0
33606,26,26/Jan,1,LGM,57.50,47.50,-34.69,-34.51,0,0
33607,27,27/Jan,1,LGM,57.50,47.50,-34.89,-35.13,0,0
33608,28,28/Jan,1,LGM,57.50,47.50,-35.80,-35.20,0,0
33609,29,29/Jan,1,LGM,57.50,47.50,-34.90,-34.35,0,0
33610,30,30/Jan,1,LGM,57.50,47.50,-32.34,-33.41,0,0
33611,31,31/Jan,1,LGM,57.50,47.50,-32.99,-33.52,0,0
33612,32,01/Feb,2,LGM,57.50,47.50,-35.23,-34.84,0,0
33613,33,02/Feb,2,LGM,57.50,47.50,-36.30,-36.04,0,0
33614,34,03/Feb,2,LGM,57.50,47.50,-36.59,-35.99,0,0
33615,35,04/Feb,2,LGM,57.50,47.50,-35.08,-36.33,0,0
33616,36,05/Feb,2,LGM,57.50,47.50,-37.32,-36.20,0,0
33617,37,06/Feb,2,LGM,57.50,47.50,-36.21,-36.41,0,0
33618,38,07/Feb,2,LGM,57.50,47.50,-35.71,-35.45,0,0
33619,39,08/Feb,2,LGM,57.50,47.50,-34.42,-34.40,0,0
33620,40,09/Feb,2,LGM,57.50,47.50,-33.06,-34.00,0,0
33621,41,10/Feb,2,LGM,57.50,47.50,-34.52,-34.35,0,0
33622,42,11/Feb,2,LGM,57.50,47.50,-35.46,-34.46,0,0
33623,43,12/Feb,2,LGM,57.50,47.50,-33.40,-34.03,0,0
33624,44,13/Feb,2,LGM,57.50,47.50,-33.22,-33.42,0,0
33625,45,14/Feb,2,LGM,57.50,47.50,-33.63,-33.98,0,0
33626,46,15/Feb,2,LGM,57.50,47.50,-35.08,-34.26,0,0
33627,47,16/Feb,2,LGM,57.50,47.50,-34.07,-34.29,0,0
33628,48,17/Feb,2,LGM,57.50,47.50,-33.72,-32.79,0,0
33629,49,18/Feb,2,LGM,57.50,47.50,-30.57,-32.23,0,0
33630,50,19/Feb,2,LGM,57.50,47.50,-32.39,-32.38,0,0
33631,51,20/Feb,2,LGM,57.50,47.50,-34.17,-34.19,0,0
33632,52,21/Feb,2,LGM,57.50,47.50,-36.01,-34.74,0,0
33633,53,22/Feb,2,LGM,57.50,47.50,-34.03,-35.43,0,0
33634,54,23/Feb,2,LGM,57.50,47.50,-36.24,-35.49,0,0
33635,55,24/Feb,2,LGM,57.50,47.50,-36.20,-35.93,0,0
33636,56,25/Feb,2,LGM,57.50,47.50,-35.34,-34.00,0,0
33637,57,26/Feb,2,LGM,57.50,47.50,-30.45,-31.10,0,0
33638,58,27/Feb,2,LGM,57.50,47.50,-27.52,-28.79,0,0
33639,59,28/Feb,2,LGM,57.50,47.50,-28.41,-27.15,0,0
33640,60,01/Mar,3,LGM,57.50,47.50,-25.51,-26.75,0,0
33641,61,02/Mar,3,LGM,57.50,47.50,-26.33,-26.35,0,0
33642,62,03/Mar,3,LGM,57.50,47.50,-27.22,-26.91,0,0
33643,63,04/Mar,3,LGM,57.50,47.50,-27.18,-27.02,0,0
33644,64,05/Mar,3,LGM,57.50,47.50,-26.67,-27.36,0,0
33645,65,06/Mar,3,LGM,57.50,47.50,-28.24,-28.12,0,0
33646,66,07/Mar,3,LGM,57.50,47.50,-29.45,-29.21,0,0
33647,67,08/Mar,3,LGM,57.50,47.50,-29.95,-29.02,0,0
33648,68,09/Mar,3,LGM,57.50,47.50,-27.67,-28.37,0,0
33649,69,10/Mar,3,LGM,57.50,47.50,-27.49,-27.55,0,0
33650,70,11/Mar,3,LGM,57.50,47.50,-27.50,-27.57,0,0
33651,71,12/Mar,3,LGM,57.50,47.50,-27.71,-27.04,0,0
33652,72,13/Mar,3,LGM,57.50,47.50,-25.92,-26.87,0,0
33653,73,14/Mar,3,LGM,57.50,47.50,-26.97,-26.83,0,0
33654,74,15/Mar,3,LGM,57.50,47.50,-27.59,-27.20,0,0
33655,75,16/Mar,3,LGM,57.50,47.50,-27.05,-26.73,0,0
33656,76,17/Mar,3,LGM,57.50,47.50,-25.54,-26.19,0,0
33657,77,18/Mar,3,LGM,57.50,47.50,-25.99,-25.79,0,0
33658,78,19/Mar,3,LGM,57.50,47.50,-25.84,-25.51,0,0
33659,79,20/Mar,3,LGM,57.50,47.50,-24.69,-25.59,0,0
33660,80,21/Mar,3,LGM,57.50,47.50,-26.24,-26.30,0,0
33661,81,22/Mar,3,LGM,57.50,47.50,-27.98,-26.82,0,0
33662,82,23/Mar,3,LGM,57.50,47.50,-26.24,-26.06,0,0
33663,83,24/Mar,3,LGM,57.50,47.50,-23.96,-25.46,0,0
33664,84,25/Mar,3,LGM,57.50,47.50,-26.19,-25.68,0,0
33665,85,26/Mar,3,LGM,57.50,47.50,-26.89,-26.21,0,0
33666,86,27/Mar,3,LGM,57.50,47.50,-25.56,-25.25,0,0
33667,87,28/Mar,3,LGM,57.50,47.50,-23.29,-24.32,0,0
33668,88,29/Mar,3,LGM,57.50,47.50,-24.11,-24.19,0,0
33669,89,30/Mar,3,LGM,57.50,47.50,-25.18,-25.10,0,0
33670,90,31/Mar,3,LGM,57.50,47.50,-26.01,-25.35,0,0
33671,91,01/Apr,4,LGM,57.50,47.50,-24.85,-25.00,0,0
33672,92,02/Apr,4,LGM,57.50,47.50,-24.14,-23.47,0,0
33673,93,03/Apr,4,LGM,57.50,47.50,-21.41,-21.63,0,0
33674,94,04/Apr,4,LGM,57.50,47.50,-19.33,-19.50,0,0
33675,95,05/Apr,4,LGM,57.50,47.50,-17.76,-17.77,0,0
33676,96,06/Apr,4,LGM,57.50,47.50,-16.22,-17.06,0,0
33677,97,07/Apr,4,LGM,57.50,47.50,-17.20,-16.71,0,0
33678,98,08/Apr,4,LGM,57.50,47.50,-16.72,-17.32,0,0
33679,99,09/Apr,4,LGM,57.50,47.50,-18.03,-17.49,0,0
33680,100,10/Apr,4,LGM,57.50,47.50,-17.72,-17.20,0,0
33681,101,11/Apr,4,LGM,57.50,47.50,-15.86,-16.03,0,0
33682,102,12/Apr,4,LGM,57.50,47.50,-14.52,-14.98,0,0
33683,103,13/Apr,4,LGM,57.50,47.50,-14.57,-14.91,0,0
33684,104,14/Apr,4,LGM,57.50,47.50,-15.65,-15.16,0,0
33685,105,15/Apr,4,LGM,57.50,47.50,-15.25,-15.02,0,0
33686,106,16/Apr,4,LGM,57.50,47.50,-14.17,-14.51,0,0
33687,107,17/Apr,4,LGM,57.50,47.50,-14.11,-14.09,0,0
33688,108,18/Apr,4,LGM,57.50,47.50,-14.00,-13.16,0,0
33689,109,19/Apr,4,LGM,57.50,47.50,-11.36,-11.90,0,0
33690,110,20/Apr,4,LGM,57.50,47.50,-10.33,-10.44,0,0
33691,111,21/Apr,4,LGM,57.50,47.50,-9.63,-10.83,0,0
33692,112,22/Apr,4,LGM,57.50,47.50,-12.53,-11.93,0,0
33693,113,23/Apr,4,LGM,57.50,47.50,-13.63,-13.08,0,0
33694,114,24/Apr,4,LGM,57.50,47.50,-13.07,-13.44,0,0
33695,115,25/Apr,4,LGM,57.50,47.50,-13.62,-13.55,0,0
33696,116,26/Apr,4,LGM,57.50,47.50,-13.95,-13.77,0,0
33697,117,27/Apr,4,LGM,57.50,47.50,-13.74,-13.79,0,0
33698,118,28/Apr,4,LGM,57.50,47.50,-13.69,-13.25,0,0
33699,119,29/Apr,4,LGM,57.50,47.50,-12.32,-12.61,0,0
33700,120,30/Apr,4,LGM,57.50,47.50,-11.81,-11.56,0,0
33701,121,01/May,5,LGM,57.50,47.50,-10.54,-10.83,0,0
33702,122,02/May,5,LGM,57.50,47.50,-10.15,-10.47,0,0
33703,123,03/May,5,LGM,57.50,47.50,-10.72,-10.67,0,0
33704,124,04/May,5,LGM,57.50,47.50,-11.14,-10.99,0,0
33705,125,05/May,5,LGM,57.50,47.50,-11.12,-10.71,0,0
33706,126,06/May,5,LGM,57.50,47.50,-9.87,-10.18,0,0
33707,127,07/May,5,LGM,57.50,47.50,-9.56,-9.23,0,0
33708,128,08/May,5,LGM,57.50,47.50,-8.26,-9.07,0,0
33709,129,09/May,5,LGM,57.50,47.50,-9.39,-8.89,0,0
33710,130,10/May,5,LGM,57.50,47.50,-9.03,-9.22,0,0
33711,131,11/May,5,LGM,57.50,47.50,-9.23,-9.33,0,0
33712,132,12/May,5,LGM,57.50,47.50,-9.72,-9.37,0,0
33713,133,13/May,5,LGM,57.50,47.50,-9.17,-9.20,0,0
33714,134,14/May,5,LGM,57.50,47.50,-8.72,-9.05,0,0
33715,135,15/May,5,LGM,57.50,47.50,-9.26,-8.89,0,0
33716,136,16/May,5,LGM,57.50,47.50,-8.69,-9.04,0,0
33717,137,17/May,5,LGM,57.50,47.50,-9.16,-8.97,0,0
33718,138,18/May,5,LGM,57.50,47.50,-9.07,-8.99,0,0
33719,139,19/May,5,LGM,57.50,47.50,-8.73,-9.17,0,0
33720,140,20/May,5,LGM,57.50,47.50,-9.70,-9.26,0,0
33721,141,21/May,5,LGM,57.50,47.50,-9.36,-9.71,0,0
33722,142,22/May,5,LGM,57.50,47.50,-10.06,-9.50,0,0
33723,143,23/May,5,LGM,57.50,47.50,-9.09,-9.19,0,0
33724,144,24/May,5,LGM,57.50,47.50,-8.41,-8.26,0,0
33725,145,25/May,5,LGM,57.50,47.50,-7.27,-7.25,0,0
33726,146,26/May,5,LGM,57.50,47.50,-6.08,-6.58,0,0
33727,147,27/May,5,LGM,57.50,47.50,-6.40,-6.34,0,0
33728,148,28/May,5,LGM,57.50,47.50,-6.54,-6.18,0,0
33729,149,29/May,5,LGM,57.50,47.50,-5.60,-5.75,0,0
33730,150,30/May,5,LGM,57.50,47.50,-5.10,-5.34,0,0
33731,151,31/May,5,LGM,57.50,47.50,-5.32,-5.13,0,0
33732,152,01/Jun,6,LGM,57.50,47.50,-4.98,-5.11,0,0
33733,153,02/Jun,6,LGM,57.50,47.50,-5.02,-5.07,0,0
33734,154,03/Jun,6,LGM,57.50,47.50,-5.20,-5.00,0,0
33735,155,04/Jun,6,LGM,57.50,47.50,-4.79,-4.61,0,0
33736,156,05/Jun,6,LGM,57.50,47.50,-3.85,-3.95,0,0
33737,157,06/Jun,6,LGM,57.50,47.50,-3.21,-3.33,0,0
33738,158,07/Jun,6,LGM,57.50,47.50,-2.94,-2.84,0,0
33739,159,08/Jun,6,LGM,57.50,47.50,-2.38,-2.48,0,0
33740,160,09/Jun,6,LGM,57.50,47.50,-2.12,-1.91,0,0
33741,161,10/Jun,6,LGM,57.50,47.50,-1.23,-1.46,0,0
33742,162,11/Jun,6,LGM,57.50,47.50,-1.02,-1.11,0,0
33743,163,12/Jun,6,LGM,57.50,47.50,-1.09,-0.55,0,0
33744,164,13/Jun,6,LGM,57.50,47.50,0.47,0.20,0,0
33745,165,14/Jun,6,LGM,57.50,47.50,1.23,1.36,0,0
33746,166,15/Jun,6,LGM,57.50,47.50,2.38,2.16,0,0
33747,167,16/Jun,6,LGM,57.50,47.50,2.86,3.13,0,0
33748,168,17/Jun,6,LGM,57.50,47.50,4.15,3.90,0,0
33749,169,18/Jun,6,LGM,57.50,47.50,4.69,4.41,0,0
33750,170,19/Jun,6,LGM,57.50,47.50,4.39,4.48,0,0
33751,171,20/Jun,6,LGM,57.50,47.50,4.35,4.47,0,0
33752,172,21/Jun,6,LGM,57.50,47.50,4.68,4.33,0,0
33753,173,22/Jun,6,LGM,57.50,47.50,3.95,4.28,0,0
33754,174,23/Jun,6,LGM,57.50,47.50,4.21,4.51,0,0
33755,175,24/Jun,6,LGM,57.50,47.50,5.36,5.17,0,0
33756,176,25/Jun,6,LGM,57.50,47.50,5.93,5.80,0,0
33757,177,26/Jun,6,LGM,57.50,47.50,6.10,6.42,0,0
33758,178,27/Jun,6,LGM,57.50,47.50,7.23,7.13,0,0
33759,179,28/Jun,6,LGM,57.50,47.50,8.05,7.76,0,0
33760,180,29/Jun,6,LGM,57.50,47.50,8.01,8.29,0,0
33761,181,30/Jun,6,LGM,57.50,47.50,8.81,8.88,0,0
33762,182,01/Jul,7,LGM,57.50,47.50,9.82,9.46,0,0
33763,183,02/Jul,7,LGM,57.50,47.50,9.75,9.82,0,0
33764,184,03/Jul,7,LGM,57.50,47.50,9.89,9.86,0,0
33765,185,04/Jul,7,LGM,57.50,47.50,9.93,10.07,0,0
33766,186,05/Jul,7,LGM,57.50,47.50,10.40,10.67,0,0
33767,187,06/Jul,7,LGM,57.50,47.50,11.68,11.13,0,0
33768,188,07/Jul,7,LGM,57.50,47.50,11.30,11.95,0,0
33769,189,08/Jul,7,LGM,57.50,47.50,12.87,12.49,0,0
33770,190,09/Jul,7,LGM,57.50,47.50,13.29,13.55,0,0
33771,191,10/Jul,7,LGM,57.50,47.50,14.49,14.39,0,0
33772,192,11/Jul,7,LGM,57.50,47.50,15.40,14.80,0,0
33773,193,12/Jul,7,LGM,57.50,47.50,14.51,14.89,0,0
33774,194,13/Jul,7,LGM,57.50,47.50,14.77,14.59,0,0
33775,195,14/Jul,7,LGM,57.50,47.50,14.48,14.57,0,0
33776,196,15/Jul,7,LGM,57.50,47.50,14.45,14.22,0,0
33777,197,16/Jul,7,LGM,57.50,47.50,13.72,13.86,0,0
33778,198,17/Jul,7,LGM,57.50,47.50,13.40,13.27,0,0
33779,199,18/Jul,7,LGM,57.50,47.50,12.69,13.30,0,0
33780,200,19/Jul,7,LGM,57.50,47.50,13.80,13.54,0,0
33781,201,20/Jul,7,LGM,57.50,47.50,14.14,14.22,0,0
33782,202,21/Jul,7,LGM,57.50,47.50,14.71,14.88,0,0
33783,203,22/Jul,7,LGM,57.50,47.50,15.78,15.22,0,0
33784,204,23/Jul,7,LGM,57.50,47.50,15.16,15.41,0,0
33785,205,24/Jul,7,LGM,57.50,47.50,15.29,15.18,0,0
33786,206,25/Jul,7,LGM,57.50,47.50,15.09,15.03,0,0
33787,207,26/Jul,7,LGM,57.50,47.50,14.72,14.63,0,0
33788,208,27/Jul,7,LGM,57.50,47.50,14.09,14.35,0,0
33789,209,28/Jul,7,LGM,57.50,47.50,14.23,14.14,0,0
33790,210,29/Jul,7,LGM,57.50,47.50,14.10,14.18,0,0
33791,211,30/Jul,7,LGM,57.50,47.50,14.22,14.19,0,0
33792,212,31/Jul,7,LGM,57.50,47.50,14.24,14.41,0,0
33793,213,01/Aug,8,LGM,57.50,47.50,14.77,14.76,0,0
33794,214,02/Aug,8,LGM,57.50,47.50,15.28,15.04,0,0
33795,215,03/Aug,8,LGM,57.50,47.50,15.06,14.90,0,0
33796,216,04/Aug,8,LGM,57.50,47.50,14.36,14.46,0,0
33797,217,05/Aug,8,LGM,57.50,47.50,13.95,13.97,0,0
33798,218,06/Aug,8,LGM,57.50,47.50,13.61,13.88,0,0
33799,219,07/Aug,8,LGM,57.50,47.50,14.08,13.74,0,0
33800,220,08/Aug,8,LGM,57.50,47.50,13.53,13.71,0,0
33801,221,09/Aug,8,LGM,57.50,47.50,13.51,13.30,0,0
33802,222,10/Aug,8,LGM,57.50,47.50,12.87,13.23,0,0
33803,223,11/Aug,8,LGM,57.50,47.50,13.32,13.31,0,0
33804,224,12/Aug,8,LGM,57.50,47.50,13.73,13.60,0,0
33805,225,13/Aug,8,LGM,57.50,47.50,13.74,13.70,0,0
33806,226,14/Aug,8,LGM,57.50,47.50,13.64,13.39,0,0
33807,227,15/Aug,8,LGM,57.50,47.50,12.80,12.75,0,0
33808,228,16/Aug,8,LGM,57.50,47.50,11.81,12.32,0,0
33809,229,17/Aug,8,LGM,57.50,47.50,12.34,12.12,0,0
33810,230,18/Aug,8,LGM,57.50,47.50,12.20,12.05,0,0
33811,231,19/Aug,8,LGM,57.50,47.50,11.62,11.74,0,0
33812,232,20/Aug,8,LGM,57.50,47.50,11.41,11.21,0,0
33813,233,21/Aug,8,LGM,57.50,47.50,10.59,10.67,0,0
33814,234,22/Aug,8,LGM,57.50,47.50,10.00,10.24,0,0
33815,235,23/Aug,8,LGM,57.50,47.50,10.13,10.01,0,0
33816,236,24/Aug,8,LGM,57.50,47.50,9.89,9.89,0,0
33817,237,25/Aug,8,LGM,57.50,47.50,9.64,10.11,0,0
33818,238,26/Aug,8,LGM,57.50,47.50,10.81,10.39,0,0
33819,239,27/Aug,8,LGM,57.50,47.50,10.71,10.55,0,0
33820,240,28/Aug,8,LGM,57.50,47.50,10.12,10.58,0,0
33821,241,29/Aug,8,LGM,57.50,47.50,10.90,10.73,0,0
33822,242,30/Aug,8,LGM,57.50,47.50,11.17,10.73,0,0
33823,243,31/Aug,8,LGM,57.50,47.50,10.13,10.26,0,0
33824,244,01/Sep,9,LGM,57.50,47.50,9.47,9.52,0,0
33825,245,02/Sep,9,LGM,57.50,47.50,8.96,8.61,0,0
33826,246,03/Sep,9,LGM,57.50,47.50,7.41,7.39,0,0
33827,247,04/Sep,9,LGM,57.50,47.50,5.80,6.05,0,0
33828,248,05/Sep,9,LGM,57.50,47.50,4.93,5.26,0,0
33829,249,06/Sep,9,LGM,57.50,47.50,5.05,5.50,0,0
33830,250,07/Sep,9,LGM,57.50,47.50,6.53,6.01,0,0
33831,251,08/Sep,9,LGM,57.50,47.50,6.45,6.03,0,0
33832,252,09/Sep,9,LGM,57.50,47.50,5.10,5.62,0,0
33833,253,10/Sep,9,LGM,57.50,47.50,5.31,5.38,0,0
33834,254,11/Sep,9,LGM,57.50,47.50,5.73,5.20,0,0
33835,255,12/Sep,9,LGM,57.50,47.50,4.56,4.47,0,0
33836,256,13/Sep,9,LGM,57.50,47.50,3.12,3.51,0,0
33837,257,14/Sep,9,LGM,57.50,47.50,2.86,2.94,0,0
33838,258,15/Sep,9,LGM,57.50,47.50,2.85,2.99,0,0
33839,259,16/Sep,9,LGM,57.50,47.50,3.27,2.68,0,0
33840,260,17/Sep,9,LGM,57.50,47.50,1.91,2.16,0,0
33841,261,18/Sep,9,LGM,57.50,47.50,1.31,1.33,0,0
33842,262,19/Sep,9,LGM,57.50,47.50,0.76,1.29,0,0
33843,263,20/Sep,9,LGM,57.50,47.50,1.79,1.59,0,0
33844,264,21/Sep,9,LGM,57.50,47.50,2.21,1.98,0,0
33845,265,22/Sep,9,LGM,57.50,47.50,1.93,1.20,0,0
33846,266,23/Sep,9,LGM,57.50,47.50,-0.53,-0.31,0,0
33847,267,24/Sep,9,LGM,57.50,47.50,-2.34,-1.89,0,0
33848,268,25/Sep,9,LGM,57.50,47.50,-2.79,-2.78,0,0
33849,269,26/Sep,9,LGM,57.50,47.50,-3.20,-3.20,0,0
33850,270,27/Sep,9,LGM,57.50,47.50,-3.62,-3.03,0,0
33851,271,28/Sep,9,LGM,57.50,47.50,-2.26,-2.29,0,0
33852,272,29/Sep,9,LGM,57.50,47.50,-0.99,-1.63,0,0
33853,273,30/Sep,9,LGM,57.50,47.50,-1.63,-2.05,0,0
33854,274,01/Oct,10,LGM,57.50,47.50,-3.52,-2.96,0,0
33855,275,02/Oct,10,LGM,57.50,47.50,-3.74,-3.56,0,0
33856,276,03/Oct,10,LGM,57.50,47.50,-3.42,-4.22,0,0
33857,277,04/Oct,10,LGM,57.50,47.50,-5.51,-5.16,0,0
33858,278,05/Oct,10,LGM,57.50,47.50,-6.55,-6.89,0,0
33859,279,06/Oct,10,LGM,57.50,47.50,-8.60,-8.25,0,0
33860,280,07/Oct,10,LGM,57.50,47.50,-9.60,-9.38,0,0
33861,281,08/Oct,10,LGM,57.50,47.50,-9.95,-9.43,0,0
33862,282,09/Oct,10,LGM,57.50,47.50,-8.73,-9.29,0,0
33863,283,10/Oct,10,LGM,57.50,47.50,-9.19,-10.00,0,0
33864,284,11/Oct,10,LGM,57.50,47.50,-12.08,-11.67,0,0
33865,285,12/Oct,10,LGM,57.50,47.50,-13.75,-12.78,0,0
33866,286,13/Oct,10,LGM,57.50,47.50,-12.52,-12.93,0,0
33867,287,14/Oct,10,LGM,57.50,47.50,-12.52,-12.86,0,0
33868,288,15/Oct,10,LGM,57.50,47.50,-13.54,-13.73,0,0
33869,289,16/Oct,10,LGM,57.50,47.50,-15.13,-15.09,0,0
33870,290,17/Oct,10,LGM,57.50,47.50,-16.61,-15.83,0,0
33871,291,18/Oct,10,LGM,57.50,47.50,-15.74,-15.89,0,0
33872,292,19/Oct,10,LGM,57.50,47.50,-15.32,-16.10,0,0
33873,293,20/Oct,10,LGM,57.50,47.50,-17.25,-17.04,0,0
33874,294,21/Oct,10,LGM,57.50,47.50,-18.56,-18.15,0,0
33875,295,22/Oct,10,LGM,57.50,47.50,-18.64,-17.96,0,0
33876,296,23/Oct,10,LGM,57.50,47.50,-16.68,-17.57,0,0
33877,297,24/Oct,10,LGM,57.50,47.50,-17.39,-17.34,0,0
33878,298,25/Oct,10,LGM,57.50,47.50,-17.96,-17.60,0,0
33879,299,26/Oct,10,LGM,57.50,47.50,-17.44,-18.09,0,0
33880,300,27/Oct,10,LGM,57.50,47.50,-18.86,-19.07,0,0
33881,301,28/Oct,10,LGM,57.50,47.50,-20.91,-21.52,0,0
33882,302,29/Oct,10,LGM,57.50,47.50,-24.80,-22.88,0,0
33883,303,30/Oct,10,LGM,57.50,47.50,-22.93,-22.73,0,0
33884,304,31/Oct,10,LGM,57.50,47.50,-20.45,-21.99,0,0
33885,305,01/Nov,11,LGM,57.50,47.50,-22.60,-22.70,0,0
33886,306,02/Nov,11,LGM,57.50,47.50,-25.05,-24.45,0,0
33887,307,03/Nov,11,LGM,57.50,47.50,-25.71,-25.37,0,0
33888,308,04/Nov,11,LGM,57.50,47.50,-25.35,-24.73,0,0
33889,309,05/Nov,11,LGM,57.50,47.50,-23.13,-23.52,0,0
33890,310,06/Nov,11,LGM,57.50,47.50,-22.08,-22.37,0,0
33891,311,07/Nov,11,LGM,57.50,47.50,-21.90,-22.22,0,0
33892,312,08/Nov,11,LGM,57.50,47.50,-22.67,-22.79,0,0
33893,313,09/Nov,11,LGM,57.50,47.50,-23.81,-23.37,0,0
33894,314,10/Nov,11,LGM,57.50,47.50,-23.62,-24.80,0,0
33895,315,11/Nov,11,LGM,57.50,47.50,-26.97,-26.34,0,0
33896,316,12/Nov,11,LGM,57.50,47.50,-28.43,-27.99,0,0
33897,317,13/Nov,11,LGM,57.50,47.50,-28.57,-28.40,0,0
33898,318,14/Nov,11,LGM,57.50,47.50,-28.19,-28.08,0,0
33899,319,15/Nov,11,LGM,57.50,47.50,-27.48,-28.08,0,0
33900,320,16/Nov,11,LGM,57.50,47.50,-28.57,-28.42,0,0
33901,321,17/Nov,11,LGM,57.50,47.50,-29.21,-29.47,0,0
33902,322,18/Nov,11,LGM,57.50,47.50,-30.64,-30.43,0,0
33903,323,19/Nov,11,LGM,57.50,47.50,-31.45,-31.19,0,0
33904,324,20/Nov,11,LGM,57.50,47.50,-31.48,-31.03,0,0
33905,325,21/Nov,11,LGM,57.50,47.50,-30.16,-30.55,0,0
33906,326,22/Nov,11,LGM,57.50,47.50,-30.00,-29.91,0,0
33907,327,23/Nov,11,LGM,57.50,47.50,-29.57,-29.37,0,0
33908,328,24/Nov,11,LGM,57.50,47.50,-28.55,-29.12,0,0
33909,329,25/Nov,11,LGM,57.50,47.50,-29.23,-29.48,0,0
33910,330,26/Nov,11,LGM,57.50,47.50,-30.65,-29.91,0,0
33911,331,27/Nov,11,LGM,57.50,47.50,-29.85,-30.47,0,0
33912,332,28/Nov,11,LGM,57.50,47.50,-30.91,-31.92,0,0
33913,333,29/Nov,11,LGM,57.50,47.50,-35.00,-33.88,0,0
33914,334,30/Nov,11,LGM,57.50,47.50,-35.74,-34.79,0,0
33915,335,01/Dec,12,LGM,57.50,47.50,-33.64,-33.72,0,0
33916,336,02/Dec,12,LGM,57.50,47.50,-31.79,-31.83,0,0
33917,337,03/Dec,12,LGM,57.50,47.50,-30.06,-30.26,0,0
33918,338,04/Dec,12,LGM,57.50,47.50,-28.92,-30.21,0,0
33919,339,05/Dec,12,LGM,57.50,47.50,-31.66,-30.66,0,0
33920,340,06/Dec,12,LGM,57.50,47.50,-31.41,-30.85,0,0
33921,341,07/Dec,12,LGM,57.50,47.50,-29.48,-31.03,0,0
33922,342,08/Dec,12,LGM,57.50,47.50,-32.20,-32.28,0,0
33923,343,09/Dec,12,LGM,57.50,47.50,-35.15,-34.10,0,0
33924,344,10/Dec,12,LGM,57.50,47.50,-34.96,-35.51,0,0
33925,345,11/Dec,12,LGM,57.50,47.50,-36.42,-35.89,0,0
33926,346,12/Dec,12,LGM,57.50,47.50,-36.28,-36.28,0,0
33927,347,13/Dec,12,LGM,57.50,47.50,-36.13,-36.00,0,0
33928,348,14/Dec,12,LGM,57.50,47.50,-35.58,-36.10,0,0
33929,349,15/Dec,12,LGM,57.50,47.50,-36.59,-36.48,0,0
33930,350,16/Dec,12,LGM,57.50,47.50,-37.27,-36.50,0,0
33931,351,17/Dec,12,LGM,57.50,47.50,-35.64,-36.04,0,0
33932,352,18/Dec,12,LGM,57.50,47.50,-35.22,-35.34,0,0
33933,353,19/Dec,12,LGM,57.50,47.50,-35.16,-35.26,0,0
33934,354,20/Dec,12,LGM,57.50,47.50,-35.41,-36.27,0,0
33935,355,21/Dec,12,LGM,57.50,47.50,-38.23,-36.92,0,0
33936,356,22/Dec,12,LGM,57.50,47.50,-37.13,-36.69,0,0
33937,357,23/Dec,12,LGM,57.50,47.50,-34.71,-35.10,0,0
33938,358,24/Dec,12,LGM,57.50,47.50,-33.47,-34.23,0,0
